customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,join_date,last_purchase_date,total_spending,average_order_value,frequency,preferred_category,churned
145,Amélie,Wright,62.0,M,69002,AMÉLIE.WRIGHT@HOTMAIL.COM,33490953652,Silver,2023-03-13 14:58:12,1974-07-13 13:09:15,147818.25,2.5,33,Pastries,False
146,Mia,Thomas,52.0,M,69007,mia_thomas@orange.fr,33159115971,Silver,2037-06-19 10:53:54,2023-09-02 09:50:17,108.22,2.21,49,Bread,Yes
147,Finn,Simon,55.0,M,69007,FSIMON@PROTONMAIL.COM,8,Gold,1944-12-12 11:11:15,2023-12-11 11:37:49,792.34,20.85,38,Pastries,False
148,Chloe,Taylor,29.0,F,69003,chloet@free.fr,33662680686,Basic,2023-03-26 10:27:24,2076-03-18 15:28:29,499.59,62.45,8,Macaron,False
149,Hannah,Wagner,49.0,F,69001,Hannah.wagner@gmail.com,33428721077,Basic,2019-06-08 16:22:39,2023-12-07 11:14:28,578.68,22.26,26,Tarte,False
150,Harry,Green,65.0,F,69002,Harrygreen@protonmail.com,33737394614,Gold,2022-11-23 12:45:29,2023-03-23 16:15:11,131.69,2.99,44,Tarte,True
151,Henry,King,35.0,M,69003,HKING@GMX.DE,84,Basic,2001-08-14 16:10:28,2015-09-26 13:57:02,481.66,14.6,33,Tarte,False
152,James,Smith,35.0,F,69006,James_smith@laposte.net,33678413665,Gold,2026-06-17 13:35:55,2023-07-13 13:44:40,740.88,21.17,35,Macaron,False
153,Charlotte,Robinson,45.0,M,69002,CHARLOTTER@WANADOO.FR,33812517973,gold,1948-11-09 15:47:30,2023-11-23 10:22:59,361.8,9.52,38,Pastries,False
154,Paul,Rodriguez,42.0,M,69007,paul_rodriguez@laposte.net,+4973578667496,Silver,2024-01-01 16:39:55,2022-06-16 09:31:07,363.27,181.63,2,Macaron,True
155,Benjamin,Allen,45.0,M,69001,benjamin_allen@yahoo.com,33447016493,Basic,2019-07-26 14:36:57,2023-06-01 14:33:22,266.39,15.67,17,Bread,False
156,Emma,Schmidt,66.0,F,69001,EMMA_SCHMIDT@OUTLOOK.COM,33572120136,Gold,2030-04-08 10:53:02,2015-02-09 16:58:24,682.74,62.07,11,Bread,False
157,Amelia,Leroy,45.0,M,69003,aleroy@orange.fr,33375075727,Basic,2031-06-01 15:36:23,2024-01-01 13:36:21,523.49,43.62,12,Macaron,False
158,Sophie,Weber,43.0,M,69007,SOPHIE_WEBER@GMAIL.COM,33681949075,Basic,2023-11-14 10:01:20,2005-09-14 11:33:39,939.23,19.17,49,Macaron,False
159,Lukas,Dubois,41.0,Unknown,69006,ldubois@yahoo.com,33378335390,GOLD,2013-09-27 10:25:46,2023-01-14 10:13:34,687.82,36.2,19,Macaron,False
160,Alexander,Miller,44.0,F,69003,alexander.miller@orange.fr,33892779814,Silver,2024-01-01 15:42:53,2023-12-03 12:43:19,629.95,314.98,2,,False
161,Thomas,Hoffmann,45.0,F,69003,THOMAS.HOFFMANN@MAIL.COM,33506058783,Basic,2024-01-01 11:45:03,2023-05-15 14:42:30,944.89,67.49,14,Pastries,True
162,Lucas,Harris,26.0,F,69003,lharris@orange.fr,33368867744,Gold,2023-10-03 16:12:09,2023-11-19 12:11:59,995.14,23.14,43,Pastries,False
163,Marie,Moreau,20.0,M,69001,Mmoreau@wanadoo.fr,+7354251155524,Silver,2021-08-12 16:09:40,2023-09-23 16:25:15,614.36,12.54,49,To Be Determined,False
164,Oliver,Adams,60.0,F,69006,OLIVERA@FREE.FR,33682485084,silver,2021-04-18 15:43:10,1986-07-07 15:58:35,369.05,1218.36,43,Tarte,True
165,Louis,Richard,45.0,M,69001,Louisrichard@gmx.de,33673494636,Silver,2022-06-06 16:45:19,2002-07-23 11:52:48,617.23,17.15,36,Pastries,True
166,Hugo,Garcia,22.0,M,69001,hugog@free.fr,33798344858,Silver,2023-04-19 09:24:08,1997-11-01 10:35:57,793.86,28.35,28,Pastries,False
167,Liam,Meyer,28.0,M,69003,LIAM.MEYER@WEB.DE,33666083986,Silver,2012-10-29 13:18:43,2014-02-26 11:58:19,904.08,27.4,33,Bread,True
168,William,Bernard,63.0,M,69001,WILLIAM_BERNARD@MAIL.COM,33430426320,gold,1922-06-19 10:31:40,2023-08-08 16:47:46,884.95,44.25,20,Macaron,False
169,Mason,Anderson,45.0,F,69003,MANDERSON@ORANGE.FR,+9092107462664,Silver,2022-02-07 13:15:30,2023-10-27 15:22:21,763.63,20.1,38,Macaron,False
170,Jack,Hall,52.0,F,69007,JACK_HALL@LAPOSTE.NET,33818035839,Basic,2022-04-26 16:01:30,2024-01-01 11:55:41,78.3,1.82,43,TBD,True
171,Noah,White,39.0,M,69006,NOAHWHITE@OUTLOOK.COM,33547271961,Gold,2029-10-03 10:26:28,2023-02-13 10:50:03,424.78,28.32,15,Macaron,True
172,Emily,Johnson,60.0,M,69006,EMILY_JOHNSON@LAPOSTE.NET,33143055569,silver,2023-11-24 14:30:53,2023-03-01 16:02:02,518.02,21.58,24,Bread,True
173,Isabella,Martin,45.0,M,69006,isabellam@protonmail.com,33280780652,Silver,2022-02-01 15:57:21,2023-11-08 14:19:33,969533.35,49.1,11,To Be Determined,False
174,Emma,Müller,45.0,M,69001,emmam@gmx.de,33559163483,SILVER,2021-01-19 11:08:20,2023-12-09 09:20:50,216.29,10.3,21,Tarte,False
175,Leon,Schneider,41.0,M,69007,leons@mail.com,33490473303,Basic,2023-12-11 12:17:19,2024-01-01 12:54:13,316.13,3740.28,12,Pastries,True
176,Sophia,Robert,44.0,F,69003,sophia.robert@protonmail.com,33317382969,Silver,2021-04-05 10:51:57,2023-10-26 12:44:25,468.09,12.32,38,Macaron,False
177,Olivia,Scott,57.0,M,69001,olivia_scott@orange.fr,33196292443,Gold,1961-01-28 16:11:57,2029-11-07 11:36:02,427.23,61.03,7,Pastries,False
178,Sophie,Becker,75.0,M,69001,SBECKER@HOTMAIL.COM,33221671325,Basic,2022-09-17 11:27:46,2023-12-10 16:16:50,732.94,73.29,10,Bread,False
179,Léa,Martinez,40.0,M,69003,léa.martinez@mail.com,00,Basic,2021-07-24 13:07:23,2029-10-12 10:02:29,981.83,17427.66,8,Pastries,True
180,Chloé,Thompson,25.0,F,69001,Chloét@free.fr,33371492535,Silver,2024-02-24 09:36:07,2023-09-24 10:02:06,779.24,70.84,11,Macaron,False
181,Harper,Fischer,20.0,F,69007,Harper_fischer@web.de,33630901444,Basic,1935-11-19 13:11:27,2026-09-23 15:31:29,566.57,31.48,18,Pastries,False
182,Ethan,Lewis,45.0,M,69003,ethan_lewis@web.de,33624131406,Gold,2022-11-25 14:41:10,2023-05-12 12:17:08,1474772.0,74.69,11,Bread,Yes
183,Ava,Walker,70.0,M,69007,ava.walker@laposte.net,+5755749037313,Gold,2008-01-18 15:36:45,1922-11-05 09:36:15,253777.1,5.89,24,To Be Determined,True
184,Amélie,Laurent,61.0,F,69007,Alaurent@mail.com,33905531771,Basic,2000-09-24 14:32:42,2023-05-07 13:52:39,521.14,21.71,24,Pastries,True
185,Mia,Brown,43.0,,69002,Mbrown@yandex.com,+3079269107111,Silver,2022-11-19 13:04:19,2023-07-07 11:46:11,933.07,31.1,30,Bread,1
186,Finn,Jackson,19.0,,69001,finn_jackson@hotmail.com,33995366086,Basic,2014-01-21 14:52:29,2023-11-27 13:03:01,341.29,12.64,27,,False
187,Chloe,Young,25.0,M,69002,chloey@icloud.com,33530113611,Silver,2025-04-15 09:28:55,2081-09-24 09:27:20,297.5,12.4,24,Bread,False
188,Hannah,Clark,54.0,M,69006,hannah.clark@laposte.net,5,Basic,2023-06-02 16:53:42,2023-01-11 11:09:28,875.03,18.62,47,Bread,True
189,Harry,Petit,19.0,F,69002,HARRY_PETIT@GMX.DE,33420581639,Silver,2023-04-17 10:59:05,2023-12-07 12:38:22,64.71,1.62,40,To Be Determined,False
190,Henry,Wilson,69.0,M,69003,hwilson@gmail.com,33340946909,Gold,2030-08-07 16:32:17,2018-04-08 10:34:39,833.31,55.55,15,Macaron,False
191,James,Durand,30.0,F,69002,Jamesd@orange.fr,+3444864040618,Gold,2024-01-01 14:48:10,2017-08-27 11:39:13,915.82,28.62,32,Macaron,False
192,Charlotte,Baker,32.0,F,69007,charlotteb@free.fr,33545889036,Silver,2024-01-01 11:35:37,1944-12-16 10:38:57,710.33,39.46,18,Macaron,True
193,Paul,Schulz,70.0,F,69003,pauls@yahoo.com,33617478768,silver,2021-06-14 12:08:46,2024-01-01 11:01:26,967433.2,10.78,50,Bread,False
194,Benjamin,Moore,63.0,F,69002,benjaminm@free.fr,33325127574,Gold,2017-05-13 14:27:36,2024-01-01 14:53:26,946.1,55.65,17,,False
195,Emma,Wright,47.0,F,69007,emmawright@wanadoo.fr,33406234242,gold,1994-11-30 11:26:50,2024-01-01 16:59:48,717.35,65.21,11,To Be Determined,False
196,Amelia,Thomas,24.0,M,69003,ameliathomas@web.de,+4199908612506,Silver,2071-05-16 15:41:32,2024-01-01 16:16:06,935.06,935.06,1,Pastries,False
197,Sophie,Simon,43.0,M,69006,sophie.simon@hotmail.com,33825431262,Basic,1900-12-15 11:52:39,2024-01-01 13:02:20,696.81,69.68,10,Tarte,False
198,Lukas,Taylor,36.0,M,69006,Lukast@hotmail.com,33893218408,Basic,2027-04-10 11:59:16,2024-01-01 15:54:20,688.35,38.24,18,,False
199,Alexander,Wagner,45.0,F,69001,alexander.wagner@laposte.net,33992597299,Gold,2022-06-01 10:51:59,2023-10-10 15:57:24,107.45,3.07,35,Bread,False
200,Thomas,Green,59.0,M,69007,tgreen@outlook.com,33771410493,Gold,2032-03-27 16:24:16,1929-02-25 15:30:19,375693.5,5.37,39,Bread,False
201,Lucas,King,18.0,M,69006,lucasking@outlook.com,+1275501288452,Silver,2024-01-01 10:46:41,2023-01-15 14:38:33,649.06,24.96,26,Tarte,True
202,Marie,Smith,47.0,M,69001,MARIES@WANADOO.FR,0,Basic,2022-04-16 11:21:30,2023-03-09 13:04:00,564.67,35.29,16,Pastries,True
203,Oliver,Robinson,36.0,F,69001,oliver_robinson@laposte.net,33901537617,BASIC,2024-01-01 15:46:03,2080-10-26 15:11:51,527.49,11.47,46,Tarte,False
204,Louis,Rodriguez,57.0,M,69006,lrodriguez@mail.com,33243588577,Gold,2021-08-16 14:57:03,2023-11-05 09:59:30,432.04,1427.1,43,,False
205,Hugo,Allen,41.0,F,69007,HALLEN@FREE.FR,33654162445,Basic,2024-01-01 11:43:40,2024-01-01 16:40:38,776.57,388.29,2,Not Available,False
206,Liam,Schmidt,45.0,,69006,liam_schmidt@yandex.com,33375328489,Silver,2021-07-12 11:50:20,1948-12-01 12:43:55,579.02,32.17,18,Bread,False
207,William,Leroy,51.0,F,69001,WILLIAM.LEROY@ORANGE.FR,+6192774642923,Gold,2024-01-01 10:16:17,1930-01-01 15:44:45,847.6,27.34,31,Pastries,False
208,Mason,Weber,29.0,F,69007,MASON_WEBER@ORANGE.FR,33127776729,Gold,2016-07-03 11:36:52,2016-07-25 12:01:29,748.58,46.79,16,Tarte,True
209,Jack,Dubois,43.0,M,69001,jackd@wanadoo.fr,33835940829,SILVER,1997-04-11 10:47:00,2024-01-01 15:38:11,887.23,295.74,3,Pastries,False
210,Noah,Miller,61.0,M,69001,NOAHM@HOTMAIL.COM,33223656002,Silver,2024-01-01 10:21:28,2017-12-21 15:25:50,59.82,19.94,3,Pastries,False
211,Emily,Hoffmann,35.0,,69007,emily.hoffmann@mail.com,33407588643,Gold,2022-01-09 15:53:32,2023-03-09 10:48:02,1309039.65,23.52,31,Macaron,True
212,Isabella,Harris,55.0,F,69003,ISABELLA.HARRIS@PROTONMAIL.COM,33945071502,Gold,2023-08-23 11:58:05,2023-04-09 16:47:14,546.73,15.19,36,Pastries,True
213,Emma,Moreau,45.0,M,69002,Emma.moreau@mail.com,33803339943,Silver,2021-11-08 15:46:10,2023-05-06 16:45:17,181.88,549.54,47,TBD,True
214,Leon,Adams,34.0,F,69003,Ladams@outlook.com,33536002752,Gold,2021-01-20 11:16:57,2023-09-13 13:35:51,144.24,3.14,46,Pastries,False
215,Sophia,Richard,69.0,M,69006,SOPHIA_RICHARD@GMAIL.COM,33101755035,basic,2029-12-03 15:17:38,1901-04-22 13:37:38,568.84,18.35,31,Pastries,True
216,Olivia,Garcia,49.0,F,69003,oliviag@mail.com,33158521062,gold,2019-11-09 11:29:03,2023-01-22 10:00:42,702096.2999999999,10.87,36,Bread,N
217,Sophie,Meyer,45.0,M,69003,SOPHIE_MEYER@YANDEX.COM,33592039262,BASIC,2022-12-15 15:52:47,2024-01-01 14:30:41,287.63,15.98,18,Pastries,N
218,Léa,Bernard,22.0,F,69001,léab@wanadoo.fr,33920829505,Gold,2023-07-27 15:11:30,2023-12-17 15:58:24,700.45,63.68,11,Pastries,False
219,Chloé,Anderson,44.0,F,69002,CHLOÉANDERSON@OUTLOOK.COM,33841777745,Gold,2024-01-01 10:29:55,1992-10-22 11:11:44,686.83,13.74,50,Bread,Y
220,Harper,Hall,53.0,F,69002,hhall@yandex.com,33355919543,Gold,2012-11-29 11:34:46,2023-02-04 10:57:59,616.3,15.03,41,Bread,True
221,Ethan,White,67.0,F,69007,ewhite@icloud.com,33340006680,Gold,2024-01-01 15:17:30,2023-04-20 15:59:41,246.52,14.5,17,Pastries,True
222,Ava,Johnson,55.0,M,69001,AVA.JOHNSON@GMX.DE,33984013168,Basic,2091-04-24 14:07:24,2023-08-18 10:00:50,793.86,28.35,28,Macaron,False
223,Amélie,Martin,60.0,M,69001,Améliem@gmail.com,33528596747,Gold,2024-01-01 10:43:23,2023-04-04 09:12:57,1625623.8,29.21,31,Pastries,True
224,Mia,Müller,32.0,M,69007,mia.müller@yahoo.com,+5636012529067,Gold,2024-01-01 16:29:29,2023-09-22 14:47:18,376.47,11.07,34,Bread,False
225,Finn,Schneider,40.0,M,69003,Finn.schneider@mail.com,+5318221736751,Basic,2022-08-27 14:20:23,2023-09-05 10:37:57,592.65,22.79,26,Macaron,False
226,Chloe,Robert,45.0,,69001,CHLOER@GMX.DE,33804345259,Gold,2076-03-25 10:55:24,2023-03-27 09:33:59,121.25,10.1,12,Pastries,True
227,Hannah,Scott,67.0,F,69007,hannahs@mail.com,33320474102,Basic,2028-11-24 13:03:11,2023-09-17 16:02:21,729.27,31.71,23,Bread,False
228,Harry,Becker,51.0,F,69001,Harrybecker@outlook.com,33248970596,Basic,2021-09-25 16:30:18,2023-05-25 11:29:11,76.29,2.46,31,Macaron,True
229,Henry,Martinez,70.0,F,69002,henry_martinez@yahoo.com,33925697504,SILVER,2022-11-06 13:41:51,2021-02-03 14:16:33,110.39,6.49,17,Bread,False
230,James,Thompson,19.0,M,69007,jthompson@gmail.com,,Gold,2023-12-19 11:54:29,2023-11-01 13:24:36,640.15,13.92,46,Macaron,False
231,Charlotte,Fischer,27.0,M,69001,cfischer@mail.com,33230696170,Gold,2022-03-05 11:34:23,2023-08-17 12:52:12,57.79,2.41,24,Pastries,False
232,Paul,Lewis,60.0,M,69006,PAUL.LEWIS@MAIL.COM,+827009635851,Basic,2023-03-12 13:27:10,2028-05-11 16:33:50,128.5,3.21,40,Pastries,False
233,Benjamin,Walker,67.0,M,69006,benjaminw@orange.fr,33778273014,Basic,2021-02-14 15:33:21,2023-11-23 14:39:33,374.35,11.34,33,Macaron,False
234,Emma,Laurent,52.0,M,69006,elaurent@hotmail.com,33445229070,Basic,2022-08-23 16:03:13,2024-01-01 15:08:49,897.04,19.5,46,To Be Determined,False
235,Amelia,Brown,45.0,M,69002,ABROWN@GMAIL.COM,33397742453,Silver,2024-11-10 10:04:38,2024-01-01 12:27:33,549.76,17.73,31,Macaron,False
236,Sophie,Jackson,43.0,F,69001,SOPHIE.JACKSON@ORANGE.FR,33429072985,Silver,2022-07-18 13:29:53,2034-04-06 16:58:33,984.99,20.1,49,Macaron,False
237,Lukas,Young,50.0,,69006,Lukas.young@hotmail.com,33134730234,Basic,2021-02-03 13:43:02,2023-03-18 11:55:30,75.6,5.82,13,Bread,True
238,Alexander,Clark,40.0,M,69006,Alexander_clark@hotmail.com,33281090633,Basic,2023-06-09 10:06:33,2020-10-23 16:30:52,299.19,7.67,39,Unknown,False
239,Thomas,Petit,45.0,M,69001,thomas.petit@protonmail.com,33635576643,Gold,2023-02-19 09:08:03,2024-01-01 16:59:38,831.68,25.99,32,Tarte,No
240,Lucas,Wilson,89.0,F,69007,LUCASWILSON@FREE.FR,33964698673,GOLD,2024-01-01 10:21:09,2024-01-01 09:03:17,453.42,14.63,31,Tarte,Yes
241,Marie,Durand,52.0,M,69006,Mdurand@outlook.com,33665996876,Gold,1927-04-23 10:36:45,2075-12-26 16:30:15,436.29,11.79,37,Bread,True
242,Oliver,Baker,49.0,,69003,OLIVER.BAKER@YANDEX.COM,33169353090,Gold,2026-07-04 13:57:28,2024-01-01 10:15:39,915.68,20.81,44,TBD,True
243,Louis,Schulz,68.0,,69006,LSCHULZ@LAPOSTE.NET,33835178746,Silver,2022-02-21 09:00:08,2024-03-30 11:34:55,1692020.85,39.28,24,Macaron,False
244,Hugo,Moore,67.0,M,69006,Hmoore@gmail.com,33111424221,GOLD,2081-10-23 11:38:31,2023-06-16 13:37:43,294.29,32.7,9,Tarte,False
245,Liam,Wright,28.0,M,69001,liamw@laposte.net,33850322812,Gold,2021-02-17 14:18:28,1930-01-14 13:48:55,457.95,41.63,11,Macaron,True
246,William,Thomas,45.0,M,69002,WTHOMAS@HOTMAIL.COM,33608681398,Basic,2022-01-02 10:45:50,2032-02-09 16:59:44,347.21,9.38,37,Tarte,True
247,Mason,Simon,24.0,M,69007,Msimon@free.fr,33507121309,BASIC,2021-10-07 12:40:03,1981-11-20 15:23:18,165.84,9.21,18,Bread,False
248,Jack,Taylor,41.0,M,69001,JACK_TAYLOR@YAHOO.COM,33489044408,Gold,2023-11-03 13:17:35,2014-12-18 12:35:45,178.05,3.63,49,Macaron,False
249,Noah,Wagner,45.0,F,69003,Noahwagner@gmx.de,33682866690,Gold,2021-06-18 14:02:50,2019-11-16 11:59:43,235.49,235.49,1,Bread,False
250,Emily,Green,47.0,M,69006,EGREEN@MAIL.COM,5,Gold,2023-08-25 16:19:01,2023-07-12 15:08:47,941.94,26.17,36,,False
251,Isabella,King,29.0,M,69002,iking@laposte.net,+40,Gold,2023-01-19 10:49:11,2026-07-29 12:50:56,223.58,6.21,36,Pastries,True
252,Emma,Smith,63.0,F,69003,Emmas@mail.com,+3569376734525,Basic,2023-03-02 09:14:16,1985-04-21 16:44:56,743.9,123.98,6,Macaron,False
253,Leon,Robinson,44.0,,69002,leon.robinson@icloud.com,33819729249,Silver,2023-04-12 12:08:25,2023-02-07 12:10:48,185.38,5.98,31,,True
254,Sophia,Rodriguez,54.0,M,69003,sophiarodriguez@free.fr,33417470675,Gold,2024-01-30 11:01:56,2031-06-02 10:37:35,976.3,108.48,9,Pastries,True
255,Olivia,Allen,65.0,F,69003,Olivia.allen@laposte.net,9,Gold,1943-02-12 09:11:45,2024-01-01 11:17:36,300.75,10.03,30,,True
256,Sophie,Schmidt,53.0,F,69002,SOPHIE_SCHMIDT@YANDEX.COM,33732146605,Basic,1969-12-07 16:43:09,2024-01-01 15:07:11,339.68,16.18,21,,N
257,Léa,Leroy,45.0,M,69007,léa_leroy@web.de,33119118033,Basic,2021-11-01 09:39:10,2023-12-03 15:45:02,110.88,829.28,19,Pastries,False
258,Chloé,Weber,27.0,F,69002,chloé_weber@gmail.com,29,Gold,2022-08-09 11:45:33,1920-12-24 11:31:19,896.73,24.24,37,Macaron,False
259,Harper,Dubois,59.0,M,69003,harperdubois@wanadoo.fr,33131468063,Silver,2022-08-24 14:25:19,2024-01-01 09:57:19,894.71,49.71,18,Pastries,True
260,Ethan,Miller,48.0,M,69007,Ethan_miller@wanadoo.fr,33115943417,BASIC,2022-12-19 10:27:08,2023-06-20 10:50:47,265.22,9.15,29,Bread,False
261,Ava,Hoffmann,51.0,M,69007,avahoffmann@orange.fr,33262037363,Silver,2023-08-06 12:11:21,2023-10-19 11:27:21,82.74,5.17,16,Pastries,False
